%kk,PairID,WaveType,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Field,id,StudyID,nHfit,Cdval2,Difval2,R2val2,Bval2,slo,flatbed,ReMean, ReSd, KCMean, KCSd
213,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.150956055,0,1.1111,0.12288424,31.8,0.5298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,433,28,,2.986790672,9.42E-16,,1.6,54.70497162,0,32118.48454,4394.151788,7.725144176,1.056882246
214,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.152229672,0,1.1269,0.121000464,31.8,0.5456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,434,28,,3.290224126,4.62E-15,,1.1,54.70497162,0,31589.45723,3625.003743,7.597902423,0.871886608
215,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.156018277,0,1.1739,0.123696769,31.8,0.5926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,435,28,,3.369219348,6.44E-15,,0.8,54.70497162,0,31249.33339,3072.905243,7.51609577,0.739095769
216,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.159798822,0,1.2208,0.128030647,31.8,0.6395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,436,28,,3.287284684,1.81E-14,,0.6,54.70497162,0,31177.25252,2892.026194,7.498758865,0.695590705
217,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.161064377,0,1.2365,0.129744112,31.8,0.6552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,437,28,,3.227426567,3.38E-15,,1.5,54.70497162,0,31193.27621,2887.107551,7.502612886,0.694407672
218,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.145934138,0,1.0488,0.112867144,31.8,0.4675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,438,28,,3.485973885,2.94E-17,,0.8,54.70497162,0,31754.92723,3952.43128,7.637701301,0.950639543
219,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.149714683,0,1.0957,0.116233764,31.8,0.5144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,439,28,,3.53187745,5.74E-15,,0.5,54.70497162,0,31418.78499,3424.976811,7.556852302,0.823776092
220,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.151399403,0,1.1166,0.117841134,31.8,0.5353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,440,28,,3.512402799,5.79E-16,,0.9,54.70497162,0,31306.80809,3238.918489,7.529919598,0.779025308
221,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.154341618,0,1.1531,0.120782384,31.8,0.5718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,441,28,,3.480946423,2.40E-15,,1.4,54.70497162,0,31155.45267,2972.528469,7.493515562,0.714953128
222,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.150988299,0,1.1115,0.116146502,31.8,0.5302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,442,28,,3.637587435,2.97E-15,,0.8,54.70497162,0,31146.34934,3018.81526,7.491326026,0.726086036
223,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.152245794,0,1.1271,0.117449479,31.8,0.5458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,443,28,,3.618821691,6.85E-15,,1,54.70497162,0,31085.21591,2911.618485,7.476622204,0.700303047
224,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.150569134,0,1.1063,0.114614961,31.8,0.525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,444,28,,3.729057544,1.42E-15,,1.3,54.70497162,0,31009.73836,2832.963802,7.458468328,0.681385007
225,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.147199693,0,1.0645,0.112050103,31.8,0.4832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,445,28,,3.633816144,8.73E-16,,1.6,54.70497162,0,31341.32791,3351.805945,7.53822231,0.806177021
226,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.157299954,0,1.1898,0.120540828,31.8,0.6085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,446,28,,3.751312311,6.05E-15,,1.6,54.70497162,0,30604.79182,2136.06601,7.361070506,0.513767014
227,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.149311639,0,1.0907,0.112650225,31.8,0.5094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,447,28,,3.794865173,1.04E-14,,1.5,54.70497162,0,30979.36872,2809.214563,7.451163817,0.675672836
228,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.148046084,0,1.075,0.111517954,31.8,0.4937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,448,28,,3.820079345,1.46E-14,,0.7,54.70497162,0,31077.51669,2967.05135,7.474770386,0.71363577
229,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.146788589,0,1.0594,0.109138464,31.8,0.4781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,449,28,,3.931546925,1.32E-15,,0.8,54.70497162,0,30993.11874,2864.283727,7.454470973,0.688918082
230,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.145531095,0,1.0438,0.107791389,31.8,0.4625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,450,28,,3.89610402,3.02E-15,,1.5,54.70497162,0,31069.36508,2988.281457,7.472809757,0.71874204
231,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.142177776,0,1.0022,0.103646515,31.8,0.4209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,451,28,,3.926399651,1.42E-15,,1.6,54.70497162,0,31223.85874,3240.535857,7.509968603,0.779414317
232,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.151423586,0,1.1169,0.112298568,31.8,0.5356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,452,28,,4.038035464,6.46E-15,,1.3,54.70497162,0,30512.12117,2114.656326,7.338781345,0.508617553
233,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.154793026,0,1.1587,0.114360176,31.8,0.5774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,453,28,,4.135965111,3.08E-15,,1.6,54.70497162,0,30193.1782,1603.649983,7.262069119,0.385710207
234,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.155639417,0,1.1692,0.113785136,31.8,0.5879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,454,28,,4.278941974,5.31E-15,,0.7,54.70497162,0,29972.28287,1274.879372,7.20893933,0.306634236
235,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.163208567,0,1.2631,0.122315397,31.8,0.6818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,455,28,,4.080007221,2.63E-15,,0.8,54.70497162,0,29929.90757,1051.107158,7.198747216,0.252812499
236,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.167843563,0,1.3206,0.124001836,31.8,0.7393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,456,28,,4.30300332,3.13E-15,,0.9,54.70497162,0,29521.42258,360.1198125,7.100498325,0.086616088
237,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.166174964,0,1.2999,0.119002111,31.8,0.7186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,457,28,,4.675452663,7.26E-16,,0.5,54.70497162,0,29125.91305,158.0092893,7.005370297,0.038004425
238,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.169512162,0,1.3413,0.128053568,31.8,0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,458,28,,4.043962931,7.83E-15,,0.9,54.70497162,0,29796.32149,705.6183862,7.166617066,0.169715472
239,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.172462437,0,1.3779,0.130614137,31.8,0.7966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,459,28,,4.03757579,4.53E-15,,0.4,54.70497162,0,29739.78481,547.919608,7.153018853,0.131785731
240,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.17118076,0,1.362,0.132056792,31.8,0.7807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,460,28,,3.801002822,4.49E-15,,0.4,54.70497162,0,30060.62953,1036.32257,7.230188487,0.249256507
241,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.166126599,0,1.2993,0.128811506,31.8,0.718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,461,28,,3.702840395,1.16E-14,,0.9,54.70497162,0,30328.35222,1543.68998,7.294581201,0.371288616
242,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.164022714,0,1.2732,0.128849224,31.8,0.6919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,462,28,,3.53502567,1.39E-15,,1.1,54.70497162,0,30629.45733,2021.129185,7.367003059,0.486122386
243,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.174945183,0,1.4087,0.141824827,31.8,0.8274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,463,28,,3.22729106,4.34E-15,,0.4,54.70497162,0,30723.72046,1872.646439,7.389675246,0.450409287
244,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.174090732,0,1.3981,0.145460796,31.8,0.8168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,464,28,,2.872716596,2.99E-14,,1.5,54.70497162,0,31241.65436,2628.493745,7.51424881,0.632205829
245,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.187165451,0,1.5603,0.149956761,31.8,0.979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,465,28,,3.414519225,1.90E-14,,1.6,54.70497162,0,30279.65628,893.8105359,7.282868843,0.214979485
246,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.186343243,0,1.5501,0.143936807,31.8,0.9688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,466,28,,3.880102891,1.41E-14,,1,54.70497162,0,29736.28989,149.1774808,7.152178252,0.035880197
247,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.179620483,0,1.4667,0.135344882,31.8,0.8854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,467,28,,4.158448174,1.43E-14,,0.5,54.70497162,0,29485.09821,9.923886399,7.09176158,0.002386895
248,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.184682705,0,1.5295,0.137138484,31.8,0.9482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,468,28,,4.391385643,9.11E-15,,0.8,54.70497162,0,29183.02073,584.3107108,7.019105846,0.140538526
249,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.18510187,0,1.5347,0.136404716,31.8,0.9534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,469,28,,4.497953539,4.12E-15,,1.1,54.70497162,0,29067.7047,759.711399,6.991370013,0.182725934
250,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.17669439,0,1.4304,0.129013833,31.8,0.8491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,470,28,,4.54457137,2.48E-14,,1.6,54.70497162,0,29090.41366,486.159301,6.996831976,0.11693113
251,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.17669439,0,1.4304,0.128155149,31.8,0.8491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,471,28,,4.633025706,3.93E-14,,1,54.70497162,0,28994.74839,621.4504211,6.973822547,0.149471377
252,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.174590505,0,1.4043,0.12582641,31.8,0.823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,472,28,,4.694617079,9.66E-15,,1.3,54.70497162,0,28953.85283,620.5975161,6.963986338,0.149266236
253,NaN,1,5.262664103,0.962538333,0.16,0.339361875,0.180071892,0,1.4723,0.127324147,31.8,0.891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,473,28,,5.015154647,7.65E-16,,1,54.70497162,0,28568.80943,1319.221482,6.871375624,0.317299409
254,NaN,1,1.2,0.22637999,0.2861375,3,0.391738917,5,2.5024,0.249774108,38,1.374,0.20579173,68,1.0694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,690,41,,-10.69836964,999,,0.4,46.62079523,0,9981.363707,4422.075733,0.171162031,0.075830466
255,NaN,1,1.2,0.22637999,0.2861375,3,0.374947381,5,2.5024,0.206745795,38,1.374,0.200162749,68,1.0694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,691,41,,-7.896135926,999,,0.4,46.62079523,0,9211.682862,5003.506475,0.15796342,0.085800934
256,NaN,1,1.2,0.22637999,0.2861375,3,0.3693184,5,2.5024,0.204837666,38,1.374,0.198350027,68,1.0694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,692,41,,-7.701839385,999,,0.4,46.62079523,0,9127.768543,4958.887979,0.156524444,0.085035809
257,NaN,1,1.2,0.22637999,0.2861375,3,0.354339586,5,2.5024,0.198350027,38,1.374,0.170300528,68,1.0694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,693,41,,-5.819116595,999,,0.4,46.62079523,0,8145.419745,3821.42151,0.139678969,0.065530351
258,NaN,1,1.2,0.22637999,0.2861375,3,0.350618734,5,2.5024,0.180604425,38,1.374,0.158183908,68,1.0694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,694,41,,-3.683408594,999,,0.4,46.62079523,0,7516.031807,3620.03728,0.128886123,0.062076982
259,NaN,1,1.2,0.22637999,0.2861375,3,0.406336106,5,1.8937,0.191194542,21,0.5836,0.153699804,40,0.6481,0.155512527,56,0.7553,0.192148607,68,0.4677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,695,41,,-10.49127098,999,,0.4,60.80953204,0,39631.83551,16577.27315,0.679613094,0.284269748
260,NaN,1,1.2,0.22637999,0.2861375,3,0.369700026,5,1.8937,0.152841146,21,0.5836,0.143014281,40,0.6481,0.153699804,56,0.7553,0.152841146,68,0.4677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,696,41,,-5.435567811,999,,0.4,60.80953204,0,33705.16591,10992.99621,0.57798161,0.188509668
261,NaN,1,1.2,0.22637999,0.2861375,3,0.353671741,5,1.8937,0.133187416,21,0.5836,0.115346408,40,0.6481,0.151982488,56,0.7553,0.151028423,68,0.4677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,697,41,,-3.010234511,999,,0.4,60.80953204,0,30991.39949,11775.92847,0.531445507,0.201935517
262,NaN,1,1.2,0.22637999,0.2861375,3,0.343844875,5,1.8937,0.11448775,21,0.5836,0.109144988,40,0.6481,0.143872939,56,0.7553,0.117159131,68,0.4677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,698,41,,0.062742177,0.020849402,,0.4,60.80953204,0,26625.13216,7312.513598,0.456572052,0.12539616
263,NaN,1,1.2,0.22637999,0.2861375,3,0.326003868,5,1.8937,0.095692678,21,0.5836,0.10370682,40,0.6481,0.142155623,56,0.7553,0.104660885,68,0.4677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,699,41,,0.272791004,0.023824508,,0.6,60.80953204,0,24213.37581,5913.697534,0.415214866,0.101409037
264,NaN,1,1.2,0.22637999,0.2861375,3,0.315222938,5,1.8937,0.056480623,21,0.5836,0.094834019,40,0.6481,0.1403429,56,0.7553,0.095692678,68,0.4677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,700,41,,0.081197903,0.033424796,,1.5,60.80953204,0,20718.0463,7090.792083,0.355276393,0.121594044
265,NaN,1,1.2,0.22637999,0.2861375,3,0.39813115,5,2.0999,0.212183963,20,0.7755,0.201403033,40,0.8509,0.088728006,56,0.9532,0.189763445,68,0.6732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,701,41,,-6.693382397,999,,0.4,61.9099621,0,23963.41812,11832.88884,0.410928551,0.202912282
266,NaN,1,1.2,0.22637999,0.2861375,3,0.375806039,5,2.0999,0.201403033,20,0.7755,0.183562026,40,0.8509,0.087869348,56,0.9532,0.188904787,68,0.6732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,702,41,,-5.177608108,999,,0.4,61.9099621,0,23011.46819,11648.20096,0.39460436,0.199745225
267,NaN,1,1.2,0.22637999,0.2861375,3,0.357010967,5,2.0999,0.194247549,20,0.7755,0.166579676,40,0.8509,0.086915283,56,0.9532,0.157611469,68,0.6732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,703,41,,-2.315089405,999,,0.4,61.9099621,0,20806.55091,9802.248884,0.356794084,0.168090542
268,NaN,1,1.2,0.22637999,0.2861375,3,0.344512721,5,2.0999,0.182607961,20,0.7755,0.14950192,40,0.8509,0.077088418,56,0.9532,0.099508936,68,0.6732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,704,41,,2.411942673,0.023922511,,0.4,61.9099621,0,17010.86012,7814.978396,0.291704967,0.134012507
269,NaN,1,1.2,0.22637999,0.2861375,3,0.335544514,5,2.0999,0.180890645,20,0.7755,0.114678563,40,0.8509,0.07622976,56,0.9532,0.097696213,68,0.6732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,705,41,,3.834297089,0.019323702,,0.4,61.9099621,0,15844.93125,7932.300055,0.271711431,0.136024358
270,NaN,1,9,0.08,0.117,1.5,0.061250946,245,0.4684,0.050998632,230,0.233253779,0.037590145,380,0.106201415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,706,42,2,-7.834787366,999,-2.22E+10,0.4,1042.808535,0,17252.68428,1103.062391,13.2712956,0.848509532
271,NaN,1,9,0.08,0.117,1.5,0.063445295,245,0.550570364,0.053571182,230,0.300985902,0.040175944,380,0.167402878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,707,42,2,4.798699162,6.43E-16,1,1,985.4490488,0,15275.41621,84.3469041,11.75032016,0.064882234
272,NaN,1,9,0.08,0.117,1.5,0.067261553,245,0.626815636,0.058388752,230,0.358350351,0.044499885,380,0.228604342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,708,42,2,9.615980297,9.08E-16,1,1.5,945.2575928,0,14852.14371,469.5193149,11.42472593,0.361168704
273,NaN,1,9,0.08,0.117,1.5,0.070810917,245,0.661846445,0.06174985,230,0.391690087,0.048340186,380,0.289805805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,709,42,2,9.762842088,9.81E-18,1,0.9,1004.597713,0,14672.99969,958.9010924,11.28692284,0.737616225
274,NaN,1,9,0.08,0.117,1.5,0.074130818,245,0.6916,0.064725598,230,0.425029823,0.051788817,380,0.338075339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,710,42,2,9.216819199,7.65E-16,1,0.6,1053.218264,0,14654.35615,1108.581692,11.27258166,0.852755148
275,NaN,1,9,0.08,0.117,1.5,0.07622976,245,0.721255455,0.066975334,230,0.458369559,0.054286275,380,0.370916698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,711,42,2,9.099010448,1.47E-16,1,1,1063.323308,0,14623.75528,1061.484036,11.24904253,0.816526182
276,NaN,1,9,0.08,0.117,1.5,0.079664393,245,0.7452,0.066277751,230,0.491709296,0.058102533,380,0.403758058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,712,42,2,6.394432778,6.33E-16,1,0.4,1092.209268,0,14452.77732,323.324736,11.11752101,0.248711335
277,NaN,1,9,0.08,0.117,1.5,0.084552718,245,0.76814,0.067452366,230,0.515844922,0.060383919,380,0.419682911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,713,42,2,5.775076204,1.05E-15,1,0.6,1072.897145,0,14538.68738,60.88946748,11.18360568,0.046838052
278,NaN,1,9,0.08,0.117,1.5,0.087392316,245,0.7793,0.069169682,230,0.520095488,0.063759299,380,0.424605812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,714,42,2,4.394098353,1.57E-15,1,1.6,1053.063876,0,15053.20047,229.4701588,11.57938498,0.176515507
279,NaN,1,9,0.08,0.117,1.5,0.089395851,245,0.7901,0.070505373,230,0.524346053,0.065530389,380,0.429528713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,715,42,2,3.974273028,3.83E-16,1,1.6,1035.019748,0,15331.36336,304.8995908,11.79335643,0.234538147
280,NaN,1,9,0.08,0.117,1.5,0.092272168,245,0.8026,0.074321631,230,0.528596619,0.066754164,380,0.434451614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,716,42,2,5.11359091,3.53E-16,1,1.6,1012.721612,0,15807.30617,86.34918093,12.15946628,0.066422447
281,NaN,1,9,0.08,0.117,1.5,0.095501865,245,0.8188,0.077542141,230,0.557535768,0.068406431,380,0.452498624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,717,42,2,6.054982601,1.88E-15,1,0.5,1022.131292,0,15959.60364,216.9773131,12.27661818,0.166905626
282,NaN,1,9,0.08,0.117,1.5,0.100176781,245,0.841542273,0.08099141,230,0.590559334,0.071459437,380,0.488565529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,718,42,2,6.070950967,1.58E-15,1,1.2,1061.034542,0,16112.15652,327.0515497,12.39396655,0.251578115
